survived,pclass,age,sibsp,parch,fare,who,adult_male,embark_town,alive,alone,fare_log,sex_male,embarked_Q,embarked_S,class_Second,class_Third
0,3,-0.10463740114712775,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
1,1,-0.4888866177535834,3,2,4.6470010765324625,woman,False,Southampton,yes,False,5.575949103146316,False,False,True,False,False
0,3,-0.41203677443229225,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,-0.027787557825836286,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,-0.7194361477174569,0,0,-0.49027979343805866,man,True,Southampton,no,True,2.180891922715322,True,False,True,False,True
0,1,1.2786597786361142,1,0,0.5833178351003071,man,True,Southampton,no,False,4.1299529896894684,True,False,True,False,False
0,3,-0.25833708778971,1,2,-0.23415046467497105,man,True,Southampton,no,False,3.0715352369694915,True,False,True,False,True
0,3,2.277707741812899,0,0,-0.5024451714361922,man,True,Southampton,no,True,2.1102132003465894,True,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,1,3.199905861668393,0,0,0.049329823162371264,man,True,Cherbourg,no,True,3.57386695198272,True,False,False,False,False
1,1,-0.4888866177535834,0,1,0.6272778976347743,man,True,Cherbourg,yes,False,4.164465907853638,True,False,False,False,False
1,2,0.35646165878061936,0,1,-0.18532384824750672,woman,False,Southampton,yes,False,3.1780538303479458,False,False,True,True,False
0,2,0.35646165878061936,1,0,-0.1249197866877571,man,True,Southampton,no,False,3.295836866004329,True,False,True,True,False
0,3,-0.10463740114712775,0,0,-0.48944219045109677,woman,False,Southampton,no,True,2.1855792552411137,False,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.48944219045109677,man,True,Southampton,no,True,2.1855792552411137,True,False,True,False,True
0,1,-0.6425863043961659,0,1,0.9077379823941288,man,True,Southampton,no,False,4.360387947851531,True,False,True,False,False
0,3,0.27961181545932823,0,0,-0.4741720436887921,man,True,Southampton,no,True,2.267393053825037,True,False,True,False,True
0,3,0.5870111887444931,2,0,-0.48885425758524853,man,True,Southampton,no,False,2.188856327665703,True,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.48944219045109677,man,True,Southampton,no,True,2.1855792552411137,True,False,True,False,True
1,3,-0.6425863043961659,0,0,-0.4943912965615589,woman,False,Southampton,yes,True,2.157559320943788,False,False,True,False,True
1,3,-0.10463740114712775,0,0,-0.49187446066323603,man,True,Southampton,yes,True,2.1719067693519296,True,False,True,False,True
0,3,0.6638610320657842,0,0,-0.48944219045109677,man,True,Southampton,no,True,2.1855792552411137,True,False,True,False,True
1,3,-0.10463740114712775,1,0,-0.16216895798293612,woman,False,Queenstown,yes,False,3.224857896545748,False,True,False,False,True
0,1,1.355509621957405,0,0,0.39858208016340624,man,True,Southampton,no,True,3.970291913552122,True,False,True,False,False
0,3,-1.1421102859845582,1,0,-0.35739085800660947,child,False,Cherbourg,no,False,2.737880811060884,False,False,False,False,True
0,3,-0.5657364610748749,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,-0.7194361477174569,1,0,-0.4505983519307405,woman,False,Southampton,no,False,2.3818582738885534,False,False,True,False,True
0,3,-0.9499856776813305,0,0,-0.3573083057891446,woman,False,Cherbourg,no,True,2.738146075922933,False,False,False,False,True
0,3,-0.6425863043961659,0,0,-0.48885425758524853,man,True,Southampton,no,True,2.188856327665703,True,False,True,False,True
0,3,3.161480940007748,0,0,-0.4923778278429007,man,True,Queenstown,no,True,2.169053700369523,True,True,False,False,True
0,2,-0.027787557825836286,1,0,-0.22559322262067316,man,True,Southampton,no,False,3.091042453358316,True,False,True,True,False
0,1,-0.41203677443229225,0,1,4.335332226633905,man,True,Cherbourg,no,False,5.515526544247129,True,False,False,False,False
0,3,-2.102733327500698,4,2,-0.018709311778530757,child,False,Southampton,no,False,3.4742929367327062,False,False,True,False,True
0,2,-0.6425863043961659,2,0,0.8314778546749451,man,True,Southampton,no,False,4.310799125385514,True,False,True,True,False
0,3,-0.10463740114712775,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,2,0.24118689379868283,1,0,-0.042955502088614275,man,True,Cherbourg,no,False,3.436268471383741,True,False,False,True,False
1,2,0.24118689379868283,0,0,-0.3866707201133388,woman,False,Southampton,yes,True,2.6390573296152584,False,False,True,True,False
0,1,1.8934585252064433,0,1,0.9077379823941288,man,True,Southampton,no,False,4.360387947851531,True,False,True,False,False
1,3,-1.3342348942877862,1,0,-0.42207354059350805,child,False,Cherbourg,yes,False,2.5048481563289,True,False,False,False,True
0,3,-0.10463740114712775,0,0,-0.4923778278429007,man,True,Queenstown,no,True,2.169053700369523,True,True,False,False,True
1,3,-0.41203677443229225,0,0,-0.5046257580584992,man,True,Southampton,yes,True,2.0969990034181696,True,False,True,False,True
1,3,-0.10463740114712775,1,1,-0.19824427701513717,woman,False,Cherbourg,yes,False,3.1509523813392697,False,False,False,False,True
0,3,1.2018099353148228,0,0,-0.5079822104125027,man,True,Southampton,no,True,2.076311648670908,True,False,True,False,True
0,3,0.27961181545932823,0,0,-0.48944219045109677,man,True,Cherbourg,no,True,2.1855792552411137,True,False,False,False,True
0,3,-0.7194361477174569,0,0,-0.5064721088735088,man,True,Southampton,no,True,2.0856720914304723,True,False,True,False,True
0,3,1.355509621957405,1,0,-0.356468689333464,woman,False,Southampton,no,False,2.740840023925201,False,False,True,False,True
1,2,-0.027787557825836286,1,0,-0.1249197866877571,woman,False,Southampton,yes,False,3.295836866004329,False,False,True,True,False
0,2,-0.3351869311110011,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,2,-0.4888866177535834,0,0,-0.3454791770670269,man,True,Cherbourg,no,True,2.775447133088262,True,False,False,True,False
1,1,-0.7962859910387481,0,2,-0.11921562980779812,woman,False,Southampton,yes,False,3.3062747934011893,False,False,True,False,False
0,1,0.5870111887444931,1,0,0.42073023606864773,man,True,Southampton,no,False,3.9908341858524357,True,False,True,False,False
0,3,-1.0268355210026217,0,0,-0.4628462821463391,man,True,Southampton,no,True,2.3240236363515288,True,False,True,False,True
0,1,-0.41203677443229225,0,0,0.9462455716384696,man,True,Cherbourg,no,True,4.384523514872469,True,False,False,False,False
0,3,-0.10463740114712775,0,2,-0.3414522396297103,woman,False,Cherbourg,no,False,2.7878344138303452,False,False,False,False,True
1,3,-0.5657364610748749,0,0,-0.4923778278429007,woman,False,Southampton,yes,True,2.169053700369523,False,False,True,False,True
1,3,-0.41203677443229225,1,0,-0.32928686163157667,woman,False,Southampton,yes,False,2.8243506567983707,False,False,True,False,True
0,3,-0.7962859910387481,0,0,-0.5125125150294839,man,True,Queenstown,no,True,2.0476928433652555,True,True,False,False,True
0,2,-0.8731358343600392,0,0,-0.4168727508932136,man,True,Southampton,no,True,2.5257286443082556,True,False,True,True,False
0,2,-0.7962859910387481,1,1,0.09152810056801232,man,True,Southampton,no,False,3.6309854756950335,True,False,True,True,False
1,3,-0.18148724446841888,0,0,-0.4914556591697551,man,True,Southampton,yes,True,2.174274334826008,True,False,True,False,True
0,3,-1.5647844242516598,2,2,0.043708218499877244,child,False,Southampton,no,False,3.5660053559634015,False,False,True,False,True
0,2,0.5485862670838473,0,2,-0.1249197866877571,man,True,Southampton,no,False,3.295836866004329,True,False,True,True,False
0,2,0.971260405350949,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,2,1.6629089952425695,0,0,-0.39623469652696586,man,True,Southampton,no,True,2.6045398247325453,True,False,True,True,False
1,1,-0.5657364610748749,1,0,0.6925485130875207,woman,False,Southampton,yes,False,4.213607983048918,False,False,True,False,False
0,3,2.0087332901883803,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,0.8559856403690125,0,2,-0.356468689333464,man,True,Southampton,no,False,2.740840023925201,True,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.5011867534870308,man,True,Southampton,no,True,2.1177604059819726,True,False,True,False,True
0,1,1.6629089952425695,0,1,0.5874293382238074,man,True,Cherbourg,no,False,4.133231886474144,True,False,False,False,False
1,3,-1.0268355210026217,0,0,-0.49271407711891657,woman,False,Queenstown,yes,True,2.167143305297764,False,True,False,False,True
0,3,0.04906228549545484,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.47400492578514347,man,True,Southampton,no,True,2.2682524139135403,True,False,True,False,True
0,3,-0.10463740114712775,8,2,0.7519458402879415,man,True,Southampton,no,False,4.256321678298823,True,False,True,False,True
0,3,1.1249600919935312,0,1,-0.32425318983493084,man,True,Southampton,no,False,2.8390784635086144,True,False,True,False,True
1,2,0.8175607187083664,0,0,-0.331300330350235,woman,False,Southampton,yes,True,2.8183982582710754,False,False,True,True,False
0,3,-0.25833708778971,0,0,-0.49187446066323603,man,True,Southampton,no,True,2.1719067693519296,True,False,True,False,True
0,3,-0.9499856776813305,0,0,-0.47400492578514347,man,True,Southampton,no,True,2.2682524139135403,True,False,True,False,True
0,3,-2.179583170821989,4,1,0.15067374417860047,child,False,Southampton,no,False,3.705920919968788,True,False,True,False,True
1,3,-1.5647844242516598,0,2,-0.23515719903430019,child,False,Southampton,yes,False,3.0692150503137943,True,False,True,False,True
1,1,-0.10463740114712775,0,1,0.45898614172315577,woman,False,Southampton,yes,False,4.02535169073515,False,False,True,False,False
0,3,1.2018099353148228,1,4,-0.08666388103324905,woman,False,Southampton,no,False,3.3638415951183864,False,False,True,False,True
0,1,-0.10463740114712775,0,0,-0.12642988822675083,man,True,Southampton,no,True,3.2930552230424524,True,False,True,False,False
0,3,-0.10463740114712775,0,0,0.48910360681684706,man,True,Southampton,no,True,4.05171190165724,True,False,True,False,True
0,1,2.4314074284554814,0,0,0.02609036721161694,man,True,Southampton,no,True,3.5409593240373143,True,False,True,False,False
0,3,-1.9490336408581157,4,1,-0.061998889229684585,child,False,Queenstown,no,False,3.405355391810819,True,True,False,False,True
1,3,-2.179583170821989,1,1,-0.42425614068453366,child,False,Southampton,yes,False,2.495953738718064,False,False,True,False,True
0,3,-0.6425863043961659,0,0,-0.48885425758524853,man,True,Southampton,no,True,2.188856327665703,True,False,True,False,True
0,1,2.0471582118490255,0,0,-0.030371322596999744,man,True,Cherbourg,no,True,3.4561841799918147,True,False,False,False,False
0,3,-0.8731358343600392,1,1,-0.49027979343805866,man,True,Southampton,no,False,2.180891922715322,True,False,True,False,True
0,3,-0.10463740114712775,3,1,-0.13565761536436194,man,True,Southampton,no,False,3.275887339030031,True,False,True,False,True
0,1,1.5860591519212788,0,0,-0.07030444769415022,woman,False,Cherbourg,no,True,3.391567832686312,False,False,False,False,False
0,2,0.04906228549545484,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,3,0.5101613454232019,0,0,-0.6484216535389205,man,True,Southampton,no,True,0.0,True,False,True,False,True
0,3,-0.10463740114712775,8,2,0.7519458402879415,woman,False,Southampton,no,False,4.256321678298823,False,False,True,False,True
0,2,-0.10463740114712775,0,0,-0.3453946113808432,man,True,Cherbourg,no,True,2.775708849576025,True,False,False,True,False
0,3,-1.5647844242516598,4,2,-0.0164441594700401,child,False,Southampton,no,False,3.4777725458882283,True,False,True,False,True
1,2,-2.179583170821989,2,1,0.1368311467378246,child,False,Southampton,yes,False,3.6888794541139363,True,False,True,True,False
1,3,-1.9490336408581157,0,2,-0.20495516825442542,child,False,Southampton,yes,False,3.1365805821413706,False,False,True,False,True
0,1,-0.10463740114712775,0,0,0.3583127057902398,man,True,Southampton,no,True,3.9318256327243257,True,False,True,False,False
1,3,-0.10463740114712775,1,0,-0.33633400214688086,woman,False,Queenstown,yes,False,2.803360380906535,False,True,False,False,True
1,1,1.2018099353148228,0,0,-0.11384570873513637,man,True,Southampton,yes,True,3.3160025355989236,True,False,True,False,False
0,3,0.8175607187083664,1,1,-0.33633400214688086,man,True,Queenstown,no,False,2.803360380906535,True,True,False,False,True
0,3,0.5101613454232019,0,0,-0.48944219045109677,man,True,Southampton,no,True,2.1855792552411137,True,False,True,False,True
1,2,0.2027619721380371,0,0,-0.3866707201133388,woman,False,Southampton,yes,True,2.6390573296152584,False,False,True,True,False
0,2,-0.7962859910387481,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
1,3,-0.7962859910387481,1,0,-0.49027979343805866,woman,False,Southampton,yes,False,2.180891922715322,False,False,True,False,True
1,2,-2.025883484179407,1,1,-0.1249197866877571,child,False,Southampton,yes,False,3.295836866004329,True,False,True,True,False
1,1,1.1249600919935312,0,0,-0.09027201697708476,woman,False,Cherbourg,yes,True,3.357621598945279,False,False,False,False,False
1,1,2.2008578984916083,0,0,2.3017288207890005,woman,False,Cherbourg,yes,True,4.993969182787072,False,False,False,False,False
0,3,-0.10463740114712775,0,0,-0.4923778278429007,man,True,Queenstown,no,True,2.169053700369523,True,True,False,False,True
0,3,0.971260405350949,0,1,-0.4792057154854379,man,True,Southampton,no,False,2.2411563979973974,True,False,True,False,True
1,3,-0.10463740114712775,0,0,-0.4923778278429007,woman,False,Queenstown,yes,True,2.169053700369523,False,True,False,False,True
0,2,-0.41203677443229225,0,0,-0.3866707201133388,woman,False,Southampton,no,True,2.6390573296152584,False,False,True,True,False
0,3,-0.10463740114712775,0,0,-0.45714212526638004,man,True,Southampton,no,True,2.3513752571634776,True,False,True,False,True
0,3,-0.10463740114712775,8,2,0.7519458402879415,man,True,Southampton,no,False,4.256321678298823,True,False,True,False,True
0,3,0.35646165878061936,0,0,-0.5176307525123133,man,True,Southampton,no,True,2.0143428636837015,True,False,True,False,True
0,3,1.2402348569754684,0,0,-0.5029485386158569,man,True,Cherbourg,no,True,2.1071782966514356,True,False,False,False,True
1,3,-0.8731358343600392,0,0,-0.4863374216869256,man,True,Southampton,yes,True,2.2027647577118348,True,False,True,False,True
0,3,-2.102733327500698,0,1,-0.4377624888492937,child,False,Southampton,no,False,2.4390808375825834,False,False,True,False,True
0,3,0.2027619721380371,1,0,-0.32928686163157667,man,True,Southampton,no,False,2.8243506567983707,True,False,True,False,True
1,3,-0.25833708778971,0,0,-0.27014121802098845,man,True,Cherbourg,yes,True,2.9850504252071306,True,False,False,False,True
1,3,-1.0268355210026217,0,0,-0.4923778278429007,woman,False,Queenstown,yes,True,2.169053700369523,False,True,False,False,True
1,1,0.8175607187083664,0,0,-0.024246350754841127,man,True,Cherbourg,yes,True,3.4657359027997265,True,False,False,False,False
0,3,-0.41203677443229225,0,0,-0.5064721088735088,man,True,Southampton,no,True,2.0856720914304723,True,False,True,False,True
1,2,0.4333115021019105,0,0,-0.22559322262067316,woman,False,Southampton,yes,True,3.091042453358316,False,False,True,True,False
0,3,-0.5657364610748749,0,0,-0.5024451714361922,man,True,Southampton,no,True,2.1102132003465894,True,False,True,False,True
0,2,0.04906228549545484,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,3,-0.10463740114712775,1,0,-0.4923778278429007,man,True,Queenstown,no,False,2.169053700369523,True,True,False,False,True
1,1,0.12591212881674596,1,0,1.6323350375212922,woman,False,Cherbourg,yes,False,4.738607824217808,False,False,False,False,False
1,3,-0.18148724446841888,0,0,-0.48885425758524853,woman,False,Southampton,yes,True,2.188856327665703,False,False,True,False,True
0,2,0.971260405350949,1,0,-0.10478509950117396,man,True,Southampton,no,False,3.332204510175204,True,False,True,True,False
1,1,0.2027619721380371,0,0,0.8876878608937296,woman,False,Cherbourg,yes,True,4.347586575960343,False,False,False,False,False
0,2,0.04906228549545484,0,0,-0.4370074380797968,man,True,Southampton,no,True,2.4423470353692043,True,False,True,True,False
1,3,-1.0268355210026217,0,0,-0.4863374216869256,man,True,Southampton,yes,True,2.2027647577118348,True,False,True,False,True
0,2,-0.18148724446841888,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,3,1.6629089952425695,0,0,-0.4863374216869256,man,True,Southampton,no,True,2.2027647577118348,True,False,True,False,True
0,3,-0.10463740114712775,0,0,-0.48944219045109677,man,True,Southampton,no,True,2.1855792552411137,True,False,True,False,True
1,1,0.6638610320657842,1,0,1.1637001932535682,man,True,Southampton,yes,False,4.51085950651685,True,False,True,False,False
0,3,-0.5657364610748749,0,0,-0.4601623283443675,man,True,Southampton,no,True,2.336986519711378,True,False,True,False,True
1,2,-0.7962859910387481,0,0,-0.4370074380797968,man,True,Southampton,yes,True,2.4423470353692043,True,False,True,True,False
0,3,-0.6810112260568114,0,0,-0.5024451714361922,man,True,Southampton,no,True,2.1102132003465894,True,False,True,False,True
0,2,-0.8731358343600392,0,0,-0.3866707201133388,man,True,Southampton,no,True,2.6390573296152584,True,False,True,True,False
0,3,-0.10463740114712775,3,1,-0.13565761536436194,woman,False,Southampton,no,False,3.275887339030031,False,False,True,False,True
1,1,0.4333115021019105,1,0,1.0323213593611125,woman,False,Southampton,yes,False,4.436455632600354,False,False,True,False,False
